subject,relationship,object,note_id,note_title
curl command,validates,endpoint,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
authentication token,is obtained from,https://login.microsoftonline.com/botframework.com/oauth2/v2.0/token,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
MicrosoftAppId,is replaced from,/home/bucketlist/blcorp-js-bot/.env,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
MicrosoftAppPassword,is replaced from,/home/bucketlist/blcorp-js-bot/.env,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
endpoint,returns,status code 200,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
Authorization header,uses,Bearer TOKEN,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
TOKEN,is replaced with,access_token from previous step,129d6cfe-c999-808f-919d-de6a8d8ab446,MS Teams Bot
Terraform,was run on,each account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
admin@bucketlist.org,is part of,Old Account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
admin2@bucketlistrewards.com,is part of,New Account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
bamba@bucketlistrewards.com,is part of,New Account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
john@bucketlistrewards.com,is part of,New Account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
Workloads+fooA+dev@domain.com,reflects,WorkloadsFooADev,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
Workloads+fooB+dev@domain.com,reflects,WorkloadsFooBDev,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
https://docs.aws.amazon.com/organizations/latest/userguide/best-practices_member-acct.html,provides,guidelines for naming member accounts,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
aws configure list-profiles,lists,available AWS profiles,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
export AWS_PROFILE=management,sets,AWS_PROFILE to management,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
GrantAccessToOrganizationAccountAccessRole,was created in,management,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
GrantAccessToOrganizationAccountAccessRole,grants access to,devops-prod,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
GrantAccessToOrganizationAccountAccessRole,grants access to,network-prod,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_accounts_access.html,provides,information on managing account access,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
default VPC,was deleted from,each account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
new route table,was set as,main route table,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
old route table,was deleted from,each account,5d5f519d-655a-4f17-a3b1-51c80e19bf0e,AWS
ssh-keygen,generates,SSH key,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
kubeseal,seals,secrets,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
AWS_PROFILE,set to,devops-prod,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
aws eks update-kubeconfig,updates,kubeconfig,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
terraform import,imports,aws_eks_access_policy_association.cluster_admin,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
flux bootstrap git,bootstraps,git repository,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
eksctl utils associate-iam-oidc-provider,associates,IAM OIDC provider,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
eksctl create iamserviceaccount,creates,IAM service account,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
eksctl get iamserviceaccount,gets,IAM service account,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
flux suspend hr,suspends,helm release,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
flux resume hr,resumes,helm release,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
kubectl create secret generic,creates,generic secret,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
aws eks describe-cluster,describes,cluster,6a5fc976-8f27-414e-a50d-737c5d10e7bd,DevOps-EKS
ecs:RegisterTaskDefinition,is allowed for,arn:aws:ecs:us-east-1:140782355245:task-definition/ms-teams-qa-task-definition:,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
ecs:RegisterTaskDefinition,is allowed for,arn:aws:ecs:us-east-1:339713030677:task-definition/user-hub-qa-api-task-definition:,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
ecs:TagResource,is allowed for,arn:aws:ecs:us-east-1:140782355245:task-definition/ms-teams-qa-task-definition:,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
ecs:TagResource,is allowed for,arn:aws:ecs:us-east-1:339713030677:task-definition/user-hub-qa-api-task-definition:,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
iam:PassRole,is allowed for,arn:aws:iam::140782355245:role/BucketlistEcsTaskRole,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
iam:PassRole,is allowed for,arn:aws:iam::140782355245:role/BucketlistEcsTaskAccessRole,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
iam:PassRole,is allowed for,arn:aws:iam::339713030677:role/BucketlistEcsTaskRole,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
iam:PassRole,is allowed for,arn:aws:iam::339713030677:role/BucketlistEcsAPI,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
ecs:ListTasks,is allowed for,*,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
ecs:UpdateService,is allowed for,arn:aws:ecs:us-east-1:140782355245:service/ms-teams-qa-cluster/ms-teams-qa-service,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
ecs:UpdateService,is allowed for,arn:aws:ecs:us-east-1:339713030677:service/user-hub-qa-api-cluster/user-hub-qa-api-service,146d6cfe-c999-808e-9e3e-d39baf611e33,AWS Permissions v3
user,calls,distribute_points_to_give.apply with integer and list arguments,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,calls,distribute_points_to_give.apply with datetime argument,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,imports,datetime,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,imports,distribute_points_to_give from company.tasks,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,imports,Company from company.models,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,executes,python3 manage.py shell,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,queries,Company with id 24,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,prints,result,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,switches to,bucketlist,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,activates,virtualenvs/blcorp,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
user,navigates to,blcorp-website/src,150d6cfe-c999-80d4-ae1e-d1bf1248702c,Start Celery Tasks
Marc,asks about,/home/bucketlist/blcorp/src/media/upload,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
Marc,questions the need for,/home/bucketlist/certs,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
Marc,wants to know how to handle,saml certificates,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
Marc,wants to know how to test,Mailhog,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
Marc,questions why,collectstatic is not working,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
Marc,considers deleting,directory before running collectstatic,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
/home/bucketlist/certs,are on,dev,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
/home/bucketlist/blcorp/src/media/upload,are not in,S3,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
saml certificates,are located at,/mnt/blcorp_live_webserver_nyc3_volume/saml2-certificates/vectorized/vectorized-saml2-key.pem,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
saml certificates,are referenced in,local_settings.py,95e98a65-0074-4f97-8721-6849916e0fd8,Marc
user,is set to,CompanyUser.objects.get(email='admin@bucketlist.org'),cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
./manage.py shell,attempts,create superuser,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
Create new user,requires,source ~/virtualenvs/blcorp/bin/activate,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
source ~/virtualenvs/blcorp/bin/activate,enables,./manage.py shell,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
CompanyUser,lacks,email_address field,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
resetting password,involves,from company.user.models import *,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
user.set_password('abc'),changes,user password,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
user.save(),saves,user changes,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
AWS NLB load balancer,experiences,health check failure,cd0f5af3-3709-4905-a97d-08b1220082fb,Troubleshooting
ssh-keygen,generates,SSH key,fcddc9d3-0021-4dca-9c76-cf7655e71834,Linux
journalctl,displays,celery logs,fcddc9d3-0021-4dca-9c76-cf7655e71834,Linux
journalctl,displays,promtail.service logs,fcddc9d3-0021-4dca-9c76-cf7655e71834,Linux
mssh,connects to,EC2 instance,fcddc9d3-0021-4dca-9c76-cf7655e71834,Linux
ncdu,shows,disk space usage,fcddc9d3-0021-4dca-9c76-cf7655e71834,Linux
namei,diagnoses,permission issues,fcddc9d3-0021-4dca-9c76-cf7655e71834,Linux
user,runs,docker-compose up,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,restarts,<container_name>,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,views,logs,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,runs,docker-compose up -d,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,runs,docker-compose up -d loki,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,dumps,config,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,dumps,running config,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
user,runs,nginx -T,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
logs,tail,100,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
logs,from,loki,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
pods,updated from,docker-compose.yml,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
containers,run in,background,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
config,shows,vars,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
vars,coming from,.env,66a411e7-cb1d-4096-b526-d57052682774,Docker Compose
nginx,monitors,specific-endpoint status,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
S3,defines,temp upload policy,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
brew,installs,python@3.10,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
aws,executes,sso login,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
aws,executes,ecr get-login-password,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
renovate,uses,bitbucket,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
renovate,executes,dry-run,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
docker,executes,login,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
docker,builds,blcorp-user-hub-api:test-1,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
docker,builds,blcorp-user-hub-k8s-job-spawner:test-1,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
docker,builds,blcorp-user-hub-merge-sync:test-1,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
policy,allows,public read,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
policy,allows,temp user upload,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
python3,creates,virtualenv,d1cd13ce-b37a-40cf-99b8-86710e0c3db1,Code Dump
TODO list,includes,Update Cloudflare IP in .env,63dbc43b-4a7c-4b64-a4bb-8d9561e18808,CA Build
TODO list,includes,Certs in /home/bucketlist/certs,63dbc43b-4a7c-4b64-a4bb-8d9561e18808,CA Build
Certs,located in,/home/bucketlist/certs,63dbc43b-4a7c-4b64-a4bb-8d9561e18808,CA Build
Celery Exporter,is not installed on,QA,11dd6cfe-c999-8053-9157-f7015f9926ec,"State of Monitoring - Oct 12, 2024"
Celery Exporter,is not installed on,Staging,11dd6cfe-c999-8053-9157-f7015f9926ec,"State of Monitoring - Oct 12, 2024"
Celery Exporter,is not installed on,CA Prod,11dd6cfe-c999-8053-9157-f7015f9926ec,"State of Monitoring - Oct 12, 2024"
NGINX Exporter,is not working on,Flower servers,11dd6cfe-c999-8053-9157-f7015f9926ec,"State of Monitoring - Oct 12, 2024"
user,was created,doadmin,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
user,was created,bucketlist_staging,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
user,was created,bucketlist_ci,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
user,was created,bucketlist_dev,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
Terraform,requires start,for dev environment,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
Deployment,requires opening,https://manage.statuspage.io/,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
psql,requires,connection string,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
postgres,is the schema owner,but not accessible in DO,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
CREATE EXTENSION,was executed for,postgis,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
redis-cli,requires command,flushall,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
2.0.3 release build,is intended to be,deployed to demo,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
Image,was stored in,source control,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
Image,was not stored in,S3,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
L3 hours,were set,for the task,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
task,was assigned back to,the creator,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
release notes,contain,special instructions,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
pgdump,was running,during deployment,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
pgdump,caused,migration to fail,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
ansible-galaxy,installed,community.general,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
ansible-galaxy,installed,community.digitalocean,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
ansible-galaxy,installed,community.postgresql,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
ansible-galaxy,installed,ansible.posix,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
jenkins,requires,pipeline utility plugin,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
database,requires upgrade options,DO,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
PR,requires review,about celery log files,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
test automation document,requires modification,to become an RFC,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
Jenkins job,requires creation,to deploy to dev,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
build artifact,requires upload,to S3,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
alerts,require review,and creation of runbooks,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
DevOps grooming,requires addition,to the calendar,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
ADP section,exists in,django admin,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
customers in Canada,require manual enabling,ADP,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
keys,require sharing,for ADP,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
emails,were not coming through,on QA,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
mailhog,requires status check,via systemctl,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
celery-worker.log,requires tailing,for logs,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
each Celery server,has a specific use,to be determined,53fd4265-7fd4-4888-9070-4e29e2df6af4,Notes
Admin URL,is entered,first time visiting the site,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Admin page,is not shown,subsequent visits,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Client screen,is displayed,login screen,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Teams,displays app as,iframe,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Teams,provides,group ID,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Teams,provides,user ID,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Most testing,can be done,locally,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
MS Teams key,is specific,to the application,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
Encrypted key,follows format,msTeamsUserId=big-ol-fake-user-id-789&msTeamsKey=undefined,177d6cfe-c999-8061-a0d5-cb7a4b21f4c7,"MS Teams (with Jody) - Jan 10, 2025"
we,removed,log configuration for Redis in Terraform,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
I,will mention to,Liam about career development meeting,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
Liam,is asked about,Terraform and Ansible feelings,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
Liam,may move to,senior position,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
Liam,needs to complete,career path document,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
Liam,wants to know about,AWS certificate payment,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
log configuration,should go to,Cloudwatch,d01917e0-ff74-4c10-909f-7eb74dde0234,Liam
Canonical,creates,Ubuntu images,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Canonical,distributes,Ubuntu images,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Canonical,strips out,unnecessary components from Python image,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Canonical,offers,ESM versions of images,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Canonical,provides,top-level pricing with weekday support,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Canonical,supports,hardened versions of containers,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
pricing,costs,$295/VM/year,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
pricing,costs,$8850 USD for 30 VMs,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
pricing,requires,1 year term minimum,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
licenses,can be moved,to EKS estates,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
transaction,can be processed,through AWS,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
transaction,can be processed,directly,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
transaction,can be processed,through re-seller,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Docker Hub containers,do not have,pro-exclusive patches,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
Docker Hub containers,backport,versions of dependencies to earlier versions,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
support,lasts,10 years,18ad6cfe-c999-806f-b84e-e35a286a6408,"Canonical - January 29, 2025"
EKS,upgraded from,Amazon Linux 2,18dd6cfe-c999-805c-8700-d5349f3f41b6,EKS Upgrade from Amazon Linux 2 to Amazon Linux 2023
EKS,upgraded to,Amazon Linux 2023,18dd6cfe-c999-805c-8700-d5349f3f41b6,EKS Upgrade from Amazon Linux 2 to Amazon Linux 2023
Issue,resolved by,installing the pod identity add-on,18dd6cfe-c999-805c-8700-d5349f3f41b6,EKS Upgrade from Amazon Linux 2 to Amazon Linux 2023
AWS load balancer controller,is,still failing,18dd6cfe-c999-805c-8700-d5349f3f41b6,EKS Upgrade from Amazon Linux 2 to Amazon Linux 2023
Alaadin,should own,post mortem for NordLayer,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
Alaadin,wants to look at,Audit logs on production servers,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
Team,would look like,undefined,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
new Teams app,being built in,Docker,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
Crowdstrike,owned by,undefined,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
messages/questions,sent to,#devops,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
We,need a list of,remediation required for SOC2,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
answers,provided by,someone instead of Bart,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
DevOps roadmap,exists,undefined,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
DevOps work,exists,undefined,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
onboarding plan,made local copy of,undefined,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
onboarding plan,shared with,Marc and Paul,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
Irfan’s Terraform,handled by,undefined,f621dc76-1550-4051-94e0-a1ab0714cb0d,Paul
psql,creates,blcorp_temp,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
brew,installs,postgis,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
CREATE EXTENSION,creates,pg_stat_statements,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
CREATE EXTENSION,creates if not exists,postgis,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
pg_restore,restores from,dev-us-2025-02-06-18-13.dump,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,doadmin,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,rdsadmin,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,bladmin,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,postgres,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,bucketlist_live,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,bucketlist_dev,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,nagios,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
DO $$,checks existence of,bucketlist_prod_us,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
ALTER DATABASE,sets owner to,bucketlist_live,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
ALTER USER,sets password for,doadmin,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
GRANT,grants to,doadmin,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
GRANT,grants to,nagios,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
ALTER ROLE,sets superuser,doadmin,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
ALTER ROLE,sets superuser,nagios,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
ALTER ROLE,sets superuser,bucketlist_live,192d6cfe-c999-8005-ae54-d4e0fa3caa8f,Postgresql Restore
Tim Buchinger,mentioned,weirdness about screenshot,193d6cfe-c999-812e-8034-db12285f85ff,Testing 07-02-2025
Tim Buchinger,queried,duration of meeting,193d6cfe-c999-812e-8034-db12285f85ff,Testing 07-02-2025
Tim Buchinger,noted,ech issue,193d6cfe-c999-812e-8034-db12285f85ff,Testing 07-02-2025
Tim Buchinger,tested,transcription capabilities,193d6cfe-c999-812e-8034-db12285f85ff,Testing 07-02-2025
Tim Buchinger,started,meeting,193d6cfe-c999-812e-8034-db12285f85ff,Testing 07-02-2025
Tim Buchinger,prepared,OS updates,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Tim Buchinger,started,meeting,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Paul Wierenga,considered,database scrubbing process,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Paul Wierenga,discussed,Sftp upgrade,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Irfan Ahmad,worked on,engagement report,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Irfan Ahmad,needed,unscrubbed database,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Mark,looked at,Sftp issue,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Mark,worked on,scrubbing spike,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Liam Maloney,tested,epso,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Liam Maloney,shifted,backlog,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Tiffany,needed,database copy,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Alaadin Addas,suggested,remote dev environments,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Alaadin Addas,proposed,online instance for testing,193d6cfe-c999-81aa-91b8-e760f9d2abaf,Platform Standup 07-02-2025
Paul Wierenga,worked on,CSV script,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Paul Wierenga,working on,SQL scripts for e-commerce monitoring,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,notified,migration already merged with release branch,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,assigned,disabled authentication option for first time MFA setup to Monique Richard,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,added,code review feedback,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,asked,Nazma Panjwani for update on version info,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
Irfan Ahmad,tested,beekeeper stories,193d6cfe-c999-8161-bec0-f6cfadd71679,Dev Standup (Team Capybara) 07-02-2025
